station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0UA70,2019/8/30 05:00,547,287,2.8,23.8,0.99,949.1,-99,0,-99,-99,-99,24.2,,23.6,
C0G740,2019/8/30 05:00,24,149,0.9,27,0.87,1005.8,-99,0,-99,-99,-99,27.2,,26.8,
C0F9N0,2019/8/30 05:00,75,89,0.4,28.3,0.77,999.9,-99,0,-99,-99,-99,29.4,,28.1,
C0F9T0,2019/8/30 05:00,111,252,0.4,28.8,0.81,996,-99,0,-99,-99,-99,29.3,,28.6,
C0S710,2019/8/30 05:00,382,343,1.3,22.8,0.94,967.1,-99,0,-99,-99,-99,24.4,,22.7,
C0M680,2019/8/30 05:00,37,146,0.3,25.9,0.91,1005.7,-99,0,-99,-99,-99,26.8,,25.8,
C0X220,2019/8/30 05:00,26,303,1.7,26.5,0.86,1005.2,-99,0,-99,-99,-99,27,,26.5,
C0R560,2019/8/30 05:00,22,333,0.7,26.7,0.9,1006.2,-99,0,-99,-99,-99,27.1,,26.3,
C0F9P0,2019/8/30 05:00,26,187,1,29.1,0.83,1005.9,-99,0,-99,-99,-99,29.3,,29,
C0O970,2019/8/30 05:00,71,70,0.7,24.9,1,1000.8,-99,0,-99,-99,-99,25.2,,24.6,
C0F0B0,2019/8/30 05:00,311,71,1.4,24.9,0.91,974.2,-99,0,-99,-99,-99,26.6,,24.8,
C0R700,2019/8/30 05:00,19,50,3.3,25,0.92,1006.3,-99,-99,-99,-99,-99,25.7,,25,
C0R620,2019/8/30 05:00,34,260,2.1,27.5,0.91,1004.7,-99,0.5,-99,-99,-99,27.6,,27,
C0C660,2019/8/30 05:00,176,313,1.6,26.2,0.91,989.1,-99,0,-99,-99,-99,27.8,,26.2,
C0SA10,2019/8/30 05:00,411,359,1.3,24.1,0.93,963.2,-99,0,-99,-99,-99,24.9,,24.1,
C0M740,2019/8/30 05:00,15,97,0.7,26.2,0.91,1005.9,-99,0,-99,-99,-99,27.1,,26.2,
C0K460,2019/8/30 05:00,60,0,0,27.4,0.84,1000.6,-99,0,-99,-99,-99,27.8,,26.8,
C0X100,2019/8/30 05:00,10,127,1,28.2,0.85,1005.4,-99,0,-99,-99,-99,28.3,,28.1,
C1R440,2019/8/30 05:00,1654,321,2.7,17.2,1,833.2,-99,0,-99,-99,-99,17.9,,16.6,
C0K560,2019/8/30 05:00,117,0,0,25.5,0.95,995.8,-99,0,-99,-99,-99,26.1,,25.5,
C0R150,2019/8/30 05:00,105,110,1.1,25.7,0.99,995.5,-99,0,-99,-99,-99,26.8,,25.3,
C0S690,2019/8/30 05:00,522,0,0.2,23.5,0.93,950.9,-99,0,-99,-99,-99,24.4,,23.2,
C0U870,2019/8/30 05:00,474,0,0.2,24.5,0.91,957.3,-99,0,-99,-99,-99,24.6,,24.1,
C0A520,2019/8/30 05:00,48,274,1.2,27.8,0.92,1003.5,-99,33,-99,-99,-99,29.5,,27.8,
C0X130,2019/8/30 05:00,27,118,1.3,26.1,1,1005.1,-99,0,-99,-99,-99,26.8,,26,
C0V400,2019/8/30 05:00,56,38,1.6,26.5,0.95,1001.4,-99,0.5,-99,-99,-99,27.1,,26.1,
C0UA40,2019/8/30 05:00,1121,27,2.1,20.8,0.99,888.2,-99,0,-99,-99,-99,21.2,,20.3,
C0G720,2019/8/30 05:00,50,182,0.5,26.7,1,1002.3,-99,0,-99,-99,-99,27.9,,26.7,
C0K250,2019/8/30 05:00,12,139,0.4,25.5,0.97,1007,-99,0,-99,-99,-99,25.9,,25.3,
C0AH80,2019/8/30 05:00,68,0,0,26.3,0.96,1000.5,-99,0,-99,-99,-99,26.8,,26.3,
C0V640,2019/8/30 05:00,35,207,0.3,27.4,0.92,1004.5,-99,0,-99,-99,-99,28.8,,26.8,
C0S920,2019/8/30 05:00,98,319,0.5,24.9,0.94,992.6,-99,0,-99,-99,-99,26.5,,24.9,
C0S830,2019/8/30 05:00,288,113,0.5,25.2,0.94,977.9,-99,0,-99,-99,-99,26.1,,25.2,
C0V800,2019/8/30 05:00,256,291,0.7,24.2,0.95,978.1,-99,0,-99,-99,-99,24.9,,24.2,
C0R140,2019/8/30 05:00,740,0,0.1,22.8,0.88,-99,-99,0,-99,-99,-99,23.1,,22,
C0K410,2019/8/30 05:00,20,86,0.8,27.2,0.87,1005.1,-99,0,-99,-99,-99,27.4,,26.6,
C0F000,2019/8/30 05:00,273,0,0.1,25.7,1,976.7,-99,0,-99,-99,-99,26.1,,25.6,
C0W150,2019/8/30 05:00,42,203,0.6,28.4,0.93,1003.4,-99,0,-99,-99,-99,29.3,,28.4,
C0AH90,2019/8/30 05:00,660,0,0,22.1,0.99,939,-99,0,-99,-99,-99,22.9,,22.1,
C0F9K0,2019/8/30 05:00,30,175,0.4,28.5,0.83,1003.5,-99,0,-99,-99,-99,28.8,,28.2,
C0H990,2019/8/30 05:00,3076,0,0,9.9,0.78,706.9,-99,0,-99,-99,-99,10.8,,8.8,
C0V260,2019/8/30 05:00,126,63,1.1,25,0.95,994.5,-99,0,-99,-99,-99,25.6,,25,
C0S970,2019/8/30 05:00,19,306,2.5,26.3,0.89,1005.7,-99,0,-99,-99,-99,26.6,,26.2,
C0U940,2019/8/30 05:00,25,291,0.3,26.1,0.88,1006.7,-99,0,-99,-99,-99,26.6,,25.7,
C0A860,2019/8/30 05:00,362,0,0,24.9,0.94,968.1,-99,0,-99,-99,-99,26.6,,24.9,
C0I480,2019/8/30 05:00,2165,0,0,12.9,0.95,788.3,-99,0,-99,-99,-99,13.3,,12.3,
CM0150,2019/8/30 05:00,11,18,0.6,25.7,0.83,1007,-99,0,-99,-99,-99,27.5,,25.7,
C0X080,2019/8/30 05:00,2,153,0.4,26.2,0.95,1007.7,-99,0,-99,-99,-99,27.1,,26.2,
C0AH00,2019/8/30 05:00,38,169,0.5,28.6,0.9,1003.8,-99,0,-99,-99,-99,28.8,,27.9,
C0V700,2019/8/30 05:00,24,77,0.8,28,0.81,1004.7,-99,0,-99,-99,-99,28.7,,27.8,
C0AD00,2019/8/30 05:00,86,211,0.7,28.7,0.84,999.3,-99,1,-99,-99,-99,29.3,,28.7,
C0O900,2019/8/30 05:00,9,94,0.4,26.1,0.99,1007.4,-99,0,-99,-99,-99,26.2,,25.6,
C0R570,2019/8/30 05:00,37,355,1,26.5,0.89,1003.1,-99,0,-99,-99,-99,27.3,,26.3,
C0AG90,2019/8/30 05:00,25,0,0.1,29.8,0.79,1006.3,-99,0,-99,-99,-99,30,,29.3,
C0V760,2019/8/30 05:00,30,0,0,26.9,0.95,1005.6,-99,0,-99,-99,-99,27.6,,26.8,
C0T9I0,2019/8/30 05:00,152,221,1.1,24.1,0.92,992.8,-99,0,-99,-99,-99,25,,24.1,
C0O980,2019/8/30 05:00,18,0,0,25.8,0.94,1007.2,-99,0,-99,-99,-99,26.2,,25.4,
C0R270,2019/8/30 05:00,51,9,1.7,25.8,1,1001.5,-99,12.5,-99,-99,-99,26.6,,25.8,
C0T9H0,2019/8/30 05:00,725,180,0.3,22.5,0.99,930.4,-99,0,-99,-99,-99,23.6,,22.5,
C0A660,2019/8/30 05:00,97,0,0,26.6,1,997,-99,0,-99,-99,-99,27,,26.2,
C0A890,2019/8/30 05:00,40,0,0,26.7,0.92,1003.4,-99,0,-99,-99,-99,26.8,,26.2,
C0O840,2019/8/30 05:00,134,74,1.3,24.9,1,992.3,-99,0,-99,-99,-99,25.7,,24.7,
C0R530,2019/8/30 05:00,16,52,1.7,26.2,0.8,1006.2,-99,0,-99,-99,-99,27.3,,26,
C0G870,2019/8/30 05:00,12,0,0.2,26.6,0.95,1007.8,-99,0,-99,-99,-99,27.4,,26.5,
C0M820,2019/8/30 05:00,980,0,0,18.8,0.93,903.5,-99,0,-99,-99,-99,19.2,,18.7,
C0I410,2019/8/30 05:00,180,0,0,26.7,0.85,987.9,-99,0,-99,-99,-99,27.3,,26.5,
C0C630,2019/8/30 05:00,209,245,1.1,26.8,0.85,985.2,-99,0,-99,-99,-99,28,,26.7,
C0D550,2019/8/30 05:00,1956,0,0,16,0.96,810.6,-99,0,-99,-99,-99,16.7,,16,
C0T9E0,2019/8/30 05:00,415,0,0,22.4,0.93,964,-99,0,-99,-99,-99,23.9,,22.4,
C0U960,2019/8/30 05:00,1885,9,1.1,15.3,0.99,814.3,-99,0,-99,-99,-99,16.1,,14.8,
C0AI30,2019/8/30 05:00,26,0,0.2,29.6,0.83,1006.1,-99,0,-99,-99,-99,30.6,,29.5,
C0R240,2019/8/30 05:00,87,113,0.6,25.2,0.96,998.1,-99,0,-99,-99,-99,25.6,,24.9,
C0AD30,2019/8/30 05:00,20,324,1,29.2,0.8,1004.3,-99,0,-99,-99,-99,31.3,,29.2,
C0D430,2019/8/30 05:00,87,0,0,26,0.99,997.7,-99,0,-99,-99,-99,26.6,,25.9,
C0X210,2019/8/30 05:00,38,125,0.3,25,0.99,1002.4,-99,0,-99,-99,-99,26,,24.9,
C0R680,2019/8/30 05:00,13,260,2.4,27.1,-99,1006.7,-99,-99,-99,-99,-99,27.6,,25.6,
C0AH10,2019/8/30 05:00,30,5,0.7,29.4,0.84,1003.6,-99,2,-99,-99,-99,30.4,,29.4,
C0O960,2019/8/30 05:00,112,81,0.7,25.5,0.92,995.7,-99,0,-99,-99,-99,25.6,,25.3,
C0R360,2019/8/30 05:00,20,0,0,26.4,-99,1006.5,-99,0,-99,-99,-99,26.7,,26.2,
C0H950,2019/8/30 05:00,192,0,0,25,0.99,987.8,-99,0,-99,-99,-99,26.6,,25,
C0A540,2019/8/30 05:00,401,0,0,23.8,0.99,963.1,-99,0,-99,-99,-99,24.2,,23.4,
C0C690,2019/8/30 05:00,242,339,0.6,25.9,0.89,981.5,-99,2,-99,-99,-99,27.4,,25.1,
C0V370,2019/8/30 05:00,74,0,0,25,1,1000.5,-99,0,-99,-99,-99,25.2,,24.9,
C0I110,2019/8/30 05:00,161,0,0.2,25.5,0.76,990.8,-99,0,-99,-99,-99,27.4,,25.5,
C0M750,2019/8/30 05:00,10,129,1.6,26.8,0.89,1006.9,-99,0,-99,-99,-99,28.2,,26.8,
C0U970,2019/8/30 05:00,7,0,0.1,27.7,0.88,1008.7,-99,0,-99,-99,-99,28.2,,27.3,
C0X300,2019/8/30 05:00,70,63,0.4,23.7,0.98,1000.4,-99,0,-99,-99,-99,24.5,,23.7,
C0R480,2019/8/30 05:00,57,40,0.9,25.6,0.94,1001.9,-99,0,-99,-99,-99,26.9,,25.6,
C0A9E0,2019/8/30 05:00,26,332,1.4,28.7,0.83,1005.8,-99,0,-99,-99,-99,30.4,,28.7,
C0R590,2019/8/30 05:00,72,13,0.8,25.6,0.99,1000.1,-99,0,-99,-99,-99,26.2,,25.5,
C0G820,2019/8/30 05:00,29,0,0.2,27.6,0.91,1004.2,-99,0,-99,-99,-99,28.5,,27.6,
C0U600,2019/8/30 05:00,10,278,0.6,26.9,0.98,1007.3,-99,0,-99,-99,-99,27.4,,26.2,
C0U910,2019/8/30 05:00,17,255,0.6,26.8,0.88,1006.6,-99,0,-99,-99,-99,27.3,,26.5,
C0V630,2019/8/30 05:00,19,0,0.2,26.9,0.89,1008.4,-99,0,-99,-99,-99,27.9,,26.8,
C0D650,2019/8/30 05:00,97,0,0,27.4,0.89,997.8,-99,0.5,-99,-99,-99,28.9,,27.3,
C0K510,2019/8/30 05:00,10,0,0,26.9,0.89,1006.3,-99,0,-99,-99,-99,27.5,,26.8,
C0V360,2019/8/30 05:00,94,0,0.2,24.6,0.98,997.7,-99,0,-99,-99,-99,24.8,,24.6,
C0M780,2019/8/30 05:00,30,107,0.5,25.8,0.9,1005.2,-99,0,-99,-99,-99,26.7,,25.6,
C0G850,2019/8/30 05:00,62,0,0,29.2,0.82,1000.6,-99,0,-99,-99,-99,30,,28.9,
C0K530,2019/8/30 05:00,12,133,0.7,26.9,0.94,1006.8,-99,0,-99,-99,-99,27.6,,26.7,
C0V750,2019/8/30 05:00,50,235,1.4,27.4,1,1003.8,-99,0,-99,-99,-99,28.1,,27.3,
C0M830,2019/8/30 05:00,540,29,0.7,20.9,0.99,950.3,-99,0,-99,-99,-99,21.3,,20.9,
C0T790,2019/8/30 05:00,2830,120,2.1,10.4,0.84,727.9,-99,0,-99,-99,-99,12.5,,9.5,
C0S730,2019/8/30 05:00,110,66,1,26.3,0.96,996,-99,0,-99,-99,-99,27.2,,26.3,
C0F0D0,2019/8/30 05:00,3171,0,0,9.9,0.77,699,-99,0,-99,-99,-99,11.2,,8.5,
C0F9X0,2019/8/30 05:00,166,205,2.4,27.6,0.85,990.2,-99,0,-99,-99,-99,27.8,,27.5,
C0F9Q0,2019/8/30 05:00,149,122,1.1,26.9,0.91,990.7,-99,0,-99,-99,-99,28.1,,26.8,
C0E780,2019/8/30 05:00,160,0,0.2,26.9,0.88,990.3,-99,0,-99,-99,-99,27.4,,26.8,
C0R490,2019/8/30 05:00,49,17,0.9,26,0.96,1002.3,-99,0,-99,-99,-99,26.7,,25.9,
C0B010,2019/8/30 05:00,38,238,0.9,27.7,0.9,1001.5,-99,0,-99,-99,-99,28.3,,27.5,
C0X230,2019/8/30 05:00,29,117,1.3,25.7,0.92,1006.3,-99,0,-99,-99,-99,26.5,,25.7,
C0S770,2019/8/30 05:00,375,288,0.5,23.1,1,966.7,-99,0,-99,-99,-99,24.2,,23.1,
C0H890,2019/8/30 05:00,440,61,0.3,23.3,0.84,959.6,-99,0,-99,-99,-99,25.1,,23.2,
C0K480,2019/8/30 05:00,56,73,1,27,0.88,1001.8,-99,0,-99,-99,-99,27.9,,27,
C0R540,2019/8/30 05:00,17,58,1,26.8,0.84,1006,-99,0,-99,-99,-99,27.3,,26.7,
C0Z160,2019/8/30 05:00,124,65,0.3,24.2,0.93,996.1,-99,0,-99,-99,-99,25.3,,18.9,
C0AH50,2019/8/30 05:00,275,0,0,26.8,0.99,977.9,-99,2,-99,-99,-99,28.5,,26.3,
C0F850,2019/8/30 05:00,379,0,0,24.9,0.89,965.7,-99,0,-99,-99,-99,25.9,,24.8,
C0G800,2019/8/30 05:00,15,0,0.1,27.8,0.9,1006.2,-99,0,-99,-99,-99,27.9,,27.6,
C0U890,2019/8/30 05:00,116,278,1.9,25.6,0.99,996.9,-99,0,-99,-99,-99,26.1,,25.6,
C0F860,2019/8/30 05:00,2215,126,0.4,12.3,1,781,-99,0,-99,-99,-99,13,,12.2,
CM0170,2019/8/30 05:00,106,86,2.4,25.2,0.91,997.3,-99,0,-99,-99,-99,26.6,,25.2,
C0B020,2019/8/30 05:00,86,103,1.7,27.5,0.99,997,-99,0,-99,-99,-99,28.6,,27.2,
C0I390,2019/8/30 05:00,1184,100,1.6,17.2,0.99,884.3,-99,0,-99,-99,-99,18.5,,17.2,
C0T9D0,2019/8/30 05:00,7,0,0,24.2,0.99,1008.7,-99,0,-99,-99,-99,25.2,,24.2,
C0E520,2019/8/30 05:00,320,82,0.5,24.2,1,973.4,-99,0,-99,-99,-99,24.8,,24,
C0C460,2019/8/30 05:00,482,0,0,23.5,0.98,956.3,-99,0,-99,-99,-99,24.4,,23.5,
C0O930,2019/8/30 05:00,69,60,0.9,23.5,1,1001.5,-99,0,-99,-99,-99,24,,23.4,
C0T870,2019/8/30 05:00,135,0,0,22.5,0.99,993.7,-99,0,-99,-99,-99,24.1,,22.5,
C0A920,2019/8/30 05:00,196,267,1.7,26.7,1,985.9,-99,0,-99,-99,-99,28,,26.7,
C0A940,2019/8/30 05:00,49,0,0,26.7,0.93,1003.2,-99,0,-99,-99,-99,28.2,,26.6,
C0S740,2019/8/30 05:00,289,0,0.1,23.4,0.99,977.4,-99,0,-99,-99,-99,24.4,,23.4,
C0U980,2019/8/30 05:00,573,287,2.1,23.7,1,946.9,-99,0,-99,-99,-99,24.2,,23.2,
C0V250,2019/8/30 05:00,298,8,1.1,22.9,0.99,976.1,-99,0,-99,-99,-99,23.2,,22.8,
C0AH70,2019/8/30 05:00,34,333,1.2,29,0.76,1004.9,-99,0,-99,-99,-99,30.2,,29,
C0M760,2019/8/30 05:00,40,0,0,26.3,0.99,1004,-99,0,-99,-99,-99,27.2,,26,
C0O950,2019/8/30 05:00,4,0,0,26.1,0.94,1006.9,-99,0.5,-99,-99,-99,27.1,,26.1,
C0F9A0,2019/8/30 05:00,425,268,0.7,24.7,0.89,960.9,-99,0,-99,-99,-99,25.6,,24.7,
C0A9F0,2019/8/30 05:00,35,308,0.6,29,0.89,1004.8,-99,0,-99,-99,-99,29.8,,29,
C0I460,2019/8/30 05:00,110,175,1.6,27.3,0.88,996.2,-99,0,-99,-99,-99,28.4,,27.2,
C0W160,2019/8/30 05:00,49,231,2.2,27.6,0.92,999.6,-99,0,-99,-99,-99,27.9,,26.8,
C0E420,2019/8/30 05:00,19,0,0,28,0.83,1004.4,-99,0,-99,-99,-99,28.4,,27.5,
C0R190,2019/8/30 05:00,32,0,0.1,25.2,0.99,1004.1,-99,0,-99,-99,-99,25.7,,24.8,
C0I010,2019/8/30 05:00,1562,109,1.5,17,0.82,847.1,-99,0,-99,-99,-99,17.9,,16.5,
C0F930,2019/8/30 05:00,100,0,0.1,28.5,1,997,-99,0,-99,-99,-99,29.3,,28.4,
C0ACA0,2019/8/30 05:00,25,0,0.1,29.2,0.81,1004.4,-99,0,-99,-99,-99,31.1,,29.2,
C0X260,2019/8/30 05:00,39,0,0,25.8,0.92,1004.4,-99,0,-99,-99,-99,26.4,,25.5,
C0K500,2019/8/30 05:00,12,0,0,27.1,0.88,1005.7,-99,0,-99,-99,-99,27.1,,26.5,
CM0010,2019/8/30 05:00,68,0,0,27.8,-99,1001.2,-99,0,-99,-99,-99,28.2,,27.6,
C0O990,2019/8/30 05:00,18,0,0,25.9,0.99,1006,-99,0,-99,-99,-99,26.2,,25.9,
C0E430,2019/8/30 05:00,258,0,0,24.7,0.95,983.2,-99,0,-99,-99,-99,25.6,,24.7,
C0D390,2019/8/30 05:00,146,0,0,25.7,0.95,990.8,-99,0,-99,-99,-99,26.2,,25.6,
C0T9F0,2019/8/30 05:00,251,0,0.2,24.2,0.9,980.7,-99,0,-99,-99,-99,25.2,,24.1,
C0R350,2019/8/30 05:00,35,285,1.7,26.4,-99,1003.5,-99,2,-99,-99,-99,26.5,,25.9,
C0K550,2019/8/30 05:00,15,105,0.8,26.2,0.94,1006.8,-99,0,-99,-99,-99,27.3,,26.2,
C0C670,2019/8/30 05:00,250,0,0,26.8,0.82,981,-99,0,-99,-99,-99,27.8,,26.4,
C0A980,2019/8/30 05:00,11,340,0.5,28.8,0.82,1007.5,-99,0,-99,-99,-99,29.9,,28.7,
C0UA60,2019/8/30 05:00,566,1,1.2,23.7,0.85,946.4,-99,0,-99,-99,-99,23.8,,22.8,
C0V720,2019/8/30 05:00,15,30,1,27.4,0.94,1006.6,-99,0,-99,-99,-99,28.3,,27.2,
C0C480,2019/8/30 05:00,105,0,0,27.5,0.87,996.5,-99,30,-99,-99,-99,29.7,,27.5,
C0S900,2019/8/30 05:00,27,260,1.9,28.5,0.84,1006.2,-99,0,-99,-99,-99,28.7,,27.3,
C0SA00,2019/8/30 05:00,466,292,1.4,22.5,1,956.4,-99,0,-99,-99,-99,24.1,,22.5,
C0V730,2019/8/30 05:00,33,48,0.9,27.1,0.99,1005.1,-99,0,-99,-99,-99,28.2,,26.9,
C0G730,2019/8/30 05:00,27,167,0.6,27.4,0.94,1006,-99,0,-99,-99,-99,27.5,,26.7,
C0Z300,2019/8/30 05:00,182,0,0.1,23.8,0.99,989.9,-99,0,-99,-99,-99,25,,23.7,
C0H9A0,2019/8/30 05:00,1595,232,0.5,16.5,0.99,844.7,-99,0,-99,-99,-99,17.3,,16.5,
C0S840,2019/8/30 05:00,22,247,1.2,24.9,0.97,1007.1,-99,0,-99,-99,-99,25.7,,24.9,
C0Z150,2019/8/30 05:00,27,220,2.2,25,0.97,1006.5,-99,0,-99,-99,-99,26.4,,25,
C0W170,2019/8/30 05:00,42,27,5.2,26.3,0.83,1002.9,-99,0,-99,-99,-99,26.7,,26.3,
C0E540,2019/8/30 05:00,32,0,0,27,0.92,1004.8,-99,0,-99,-99,-99,27.1,,26.6,
C0D660,2019/8/30 05:00,65,203,0.4,27.9,0.84,1001.1,-99,0,-99,-99,-99,29,,27.8,
C0U650,2019/8/30 05:00,442,310,0.7,24.3,0.84,960.4,-99,0,-99,-99,-99,24.7,,23.9,
C0G810,2019/8/30 05:00,26,278,0.4,29,0.85,1004.5,-99,0,-99,-99,-99,29.5,,29,
C0A640,2019/8/30 05:00,241,0,0,25.3,0.95,983.8,-99,0,-99,-99,-99,25.5,,25.2,
C0A930,2019/8/30 05:00,216,0,0.1,25.5,1,982.8,-99,0,-99,-99,-99,27.3,,25.5,
C0F9M0,2019/8/30 05:00,230,56,0.4,27.1,0.86,982.5,-99,0,-99,-99,-99,27.7,,27.1,
C0AC40,2019/8/30 05:00,1079,292,3.8,21.1,0.99,891.6,-99,0,-99,-99,-99,22.1,,20.9,
C0AI00,2019/8/30 05:00,188,0,0,27.1,0.87,987.4,-99,0,-99,-99,-99,28.6,,27.1,
C0T9M0,2019/8/30 05:00,92,302,1.9,25.4,0.93,999.7,-99,0,-99,-99,-99,25.7,,25.2,
C0K430,2019/8/30 05:00,30,141,1,26.7,0.89,1005.7,-99,0,-99,-99,-99,26.8,,26.5,
C0Z170,2019/8/30 05:00,199,0,0,24.4,0.99,988.4,-99,0,-99,-99,-99,25.2,,24.1,
C0Z100,2019/8/30 05:00,36,209,0.3,24.9,0.97,1006.6,-99,0,-99,-99,-99,26.1,,24.7,
C0U710,2019/8/30 05:00,1942,0,0,15.5,0.99,807.9,-99,0,-99,-99,-99,16.2,,15.2,
C0SA30,2019/8/30 05:00,92,299,1.1,26.1,0.87,999,-99,0,-99,-99,-99,27.6,,25.5,
C0V500,2019/8/30 05:00,6,52,0.6,27.2,0.96,1007.9,-99,0,-99,-99,-99,27.3,,26.5,
CM0160,2019/8/30 05:00,196,106,0.7,25.6,0.88,991.7,-99,0,-99,-99,-99,26.6,,25.6,
C0V350,2019/8/30 05:00,36,0,0.2,26,0.93,1005.5,-99,0,-99,-99,-99,26.7,,26,
C0W120,2019/8/30 05:00,58,192,3.4,25.8,0.96,1001.8,-99,0,-99,-99,-99,26.7,,25.7,
C0R470,2019/8/30 05:00,103,18,1,26,0.99,997.3,-99,0,-99,-99,-99,26.3,,25.6,
C0M770,2019/8/30 05:00,164,0,0,25.6,1,989.5,-99,0,-99,-99,-99,25.9,,25.3,
C0S930,2019/8/30 05:00,248,255,1,23.9,0.93,981.4,-99,0,-99,-99,-99,26.3,,23.9,
C0F9Y0,2019/8/30 05:00,3313,315,1.2,10.8,0.61,687.7,-99,0,-99,-99,-99,10.8,,9.1,
C0E790,2019/8/30 05:00,344,0,0,25.6,1,969.6,-99,0.5,-99,-99,-99,26.5,,25.5,
C0O810,2019/8/30 05:00,161,12,1.2,23.6,0.99,993.4,-99,0,-99,-99,-99,24.2,,23.5,
C0R520,2019/8/30 05:00,18,0,0.1,26.2,-99,1006.1,-99,0,-99,-99,-99,27.1,,25.9,
C0G880,2019/8/30 05:00,92,0,0,27.2,0.8,998.7,-99,0,-99,-99,-99,27.8,,26.9,
C0X270,2019/8/30 05:00,33,0,0,24.4,1,1005.5,-99,0,-99,-99,-99,24.9,,24.4,
C0R260,2019/8/30 05:00,76,83,0.5,25.6,0.99,999.7,-99,0,-99,-99,-99,26.8,,25.3,
C0U950,2019/8/30 05:00,1012,304,3.7,21.5,1,900.7,-99,0,-99,-99,-99,22.9,,21.5,
C0O860,2019/8/30 05:00,38,78,0.9,25.8,0.99,1003.5,-99,0,-99,-99,-99,26.2,,25.7,
C0S980,2019/8/30 05:00,901,277,1.2,21.2,1,910.3,-99,0,-99,-99,-99,22.6,,21.2,
C0X110,2019/8/30 05:00,20,209,1.1,27.5,0.92,1006.2,-99,0,-99,-99,-99,27.7,,27.2,
C0V310,2019/8/30 05:00,46,24,0.7,25.6,1,1002.1,-99,0,-99,-99,-99,25.7,,25.3,
C0G620,2019/8/30 05:00,110,244,0.4,26.5,0.98,996.4,-99,0,-99,-99,-99,27.4,,26.3,
C0AD50,2019/8/30 05:00,84,100,0.8,27.9,1,999.6,-99,0,-99,-99,-99,29.4,,27.9,
C0A9A0,2019/8/30 05:00,24,310,1.1,29,0.85,1005.7,-99,0,-99,-99,-99,29.9,,29,
C0O830,2019/8/30 05:00,127,345,0.5,24.2,0.99,994.6,-99,0,-99,-99,-99,24.6,,24.2,
C0S760,2019/8/30 05:00,1621,360,0.3,18.4,0.95,838.4,-99,0,-99,-99,-99,19.1,,18.2,
C0X160,2019/8/30 05:00,26,0,0.2,27.5,0.87,1005.6,-99,0,-99,-99,-99,27.6,,26.7,
C0C490,2019/8/30 05:00,157,0,0,28.4,0.81,990.8,-99,0,-99,-99,-99,29,,28.1,
C0F970,2019/8/30 05:00,145,99,1.1,26.9,0.87,991.2,-99,0,-99,-99,-99,28.2,,26.9,
C0M690,2019/8/30 05:00,33,0,0,25.2,0.93,1003.8,-99,0,-99,-99,-99,26.1,,25,
C0V690,2019/8/30 05:00,30,27,1.7,-99,0.89,1005.5,-99,0,-99,-99,-99,-999,,-999,
C0Z210,2019/8/30 05:00,126,124,0.4,23.9,0.99,996.1,-99,0,-99,-99,-99,24.6,,23.9,
C0U770,2019/8/30 05:00,5,342,3.6,24.5,0.86,1008.4,-99,0,-99,-99,-99,25.1,,24.5,
C0Z080,2019/8/30 05:00,298,223,0.6,22.6,0.97,975.8,-99,0,-99,-99,-99,24.2,,22.5,
C0G640,2019/8/30 05:00,17,0,0,27.5,0.84,1008.1,-99,0,-99,-99,-99,28.4,,27.1,
C0X200,2019/8/30 05:00,61,360,0.8,25,0.99,1001.8,-99,0,-99,-99,-99,25.4,,25,
C0U900,2019/8/30 05:00,63,108,0.8,26.2,0.92,1002.9,-99,0,-99,-99,-99,27.1,,26,
C0Z230,2019/8/30 05:00,31,296,3.3,26,0.75,1006.4,-99,0,9.8,307,,26.7,,26,
C0F9O0,2019/8/30 05:00,175,0,0,28,0.97,988.7,-99,0,-99,-99,-99,29.1,,28,
C0C540,2019/8/30 05:00,46,273,2.2,26.3,0.9,1003.3,-99,0,-99,-99,-99,28.5,,26.3,
C0G770,2019/8/30 05:00,15,0,0.1,28.5,0.95,-99,-99,0,-99,-99,-99,28.7,,28.2,
C0V670,2019/8/30 05:00,20,336,0.7,28.1,0.84,1006.1,-99,0,-99,-99,-99,29.1,,27.5,
C0A870,2019/8/30 05:00,685,277,1.7,23,0.99,931.8,-99,0,-99,-99,-99,24.9,,22.9,
C0R220,2019/8/30 05:00,23,102,0.8,26,1,1005.8,-99,0,-99,-99,-99,26.5,,25.7,
C0Z220,2019/8/30 05:00,589,259,1.5,21.9,0.9,945.6,-99,0,-99,-99,-99,22.4,,21.6,
C0D560,2019/8/30 05:00,147,0,0.2,27.8,0.82,992.4,-99,0,-99,-99,-99,28.2,,27.3,
C0I380,2019/8/30 05:00,258,100,1.2,24.8,0.98,978.8,-99,0,-99,-99,-99,26.1,,24.8,
C0Z020,2019/8/30 05:00,211,352,1.3,23.7,0.99,984.6,-99,0,-99,-99,-99,24.5,,23.6,
C0Z190,2019/8/30 05:00,62,302,3.1,28,0.67,1001.6,-99,0,-99,-99,-99,28.5,,26.9,
C0C710,2019/8/30 05:00,143,137,0.4,26.1,0.94,992.4,-99,0,-99,-99,-99,27.7,,26,
C0D360,2019/8/30 05:00,523,0,0,23.6,0.97,950,-99,0,-99,-99,-99,23.9,,23.6,
C0C680,2019/8/30 05:00,228,259,0.4,27,0.86,981.3,-99,0,-99,-99,-99,28.1,,26.6,
