station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0V360,2019/8/30 14:00,94,308,1.1,28.6,0.77,997.5,-99,0.5,-99,-99,-99,33.3,,24.5,
C0K510,2019/8/30 14:00,10,324,3.3,31.7,0.63,1005.8,-99,0,-99,-99,-99,32.2,,26.7,
C0D650,2019/8/30 14:00,97,51,3.1,29.2,0.81,998.1,-99,56.5,-99,-99,-99,29.7,,24.4,
C0V630,2019/8/30 14:00,19,286,0.9,31,0.68,1008.1,-99,0,-99,-99,-99,31.1,,26.8,
C0U910,2019/8/30 14:00,17,104,3.3,28.7,0.82,1007,-99,4,-99,-99,-99,31.1,,26.5,
C0U600,2019/8/30 14:00,10,268,1.2,26.4,0.97,1007.7,-99,0,-99,-99,-99,31.9,,26.2,
C0G820,2019/8/30 14:00,29,284,0.9,32.4,0.69,1003.3,-99,0,-99,-99,-99,32.4,,27.5,
C0R590,2019/8/30 14:00,72,141,5.9,24.6,0.99,1000.6,-99,11.5,-99,-99,-99,31.2,,24.6,
C0A9E0,2019/8/30 14:00,26,172,1.5,27.4,0.85,1006.5,-99,3.5,-99,-99,-99,31.3,,27.4,
C0R480,2019/8/30 14:00,57,0,0,24,0.98,1002.9,-99,45,-99,-99,-99,31.2,,24,
C0X300,2019/8/30 14:00,70,0,0,25.7,0.98,999.8,-99,48,-99,-99,-99,31.6,,23.7,
C0U970,2019/8/30 14:00,7,34,2,28.8,0.82,1009,-99,0,-99,-99,-99,31.4,,27.3,
C0M750,2019/8/30 14:00,10,293,0.7,31.4,0.71,1006.6,-99,0,-99,-99,-99,31.7,,26.5,
C0I110,2019/8/30 14:00,161,73,0.8,26.2,0.99,990.1,-99,0.5,-99,-99,-99,30.9,,25.3,
C0C690,2019/8/30 14:00,242,179,1.1,25,0.84,982.3,-99,4,-99,-99,-99,29.8,,25,
C0A540,2019/8/30 14:00,401,0,0,22.8,0.99,963.7,-99,12.5,-99,-99,-99,28.3,,22.5,
C0H950,2019/8/30 14:00,192,148,0.4,27.8,0.91,986.8,-99,1.5,-99,-99,-99,31.5,,24.6,
C0R360,2019/8/30 14:00,20,300,1.9,30.9,-99,1005.7,-99,2.5,-99,-99,-99,30.9,,26,
C0O960,2019/8/30 14:00,112,230,2.2,28.1,0.87,995.6,-99,9,-99,-99,-99,30.2,,25.3,
C0AH10,2019/8/30 14:00,30,154,1.9,26.9,0.85,1004.5,-99,17,-99,-99,-99,31.9,,26.4,
C0R680,2019/8/30 14:00,13,268,2.1,30.9,-99,1006,-99,-99,-99,-99,-99,31.4,,25.6,
C0X210,2019/8/30 14:00,38,96,2.2,27.3,0.93,1001.7,-99,6,-99,-99,-99,32.2,,24.9,
C0D430,2019/8/30 14:00,87,99,0.3,25.3,0.99,997.8,-99,39,-99,-99,-99,31.6,,25.3,
C0AD30,2019/8/30 14:00,20,177,1.6,27.7,0.79,1005,-99,16.5,-99,-99,-99,31.6,,27.7,
C0R240,2019/8/30 14:00,87,66,1.1,24.8,0.99,998.5,-99,18.5,-99,-99,-99,31.4,,24.5,
C0AI30,2019/8/30 14:00,26,167,2.7,26.9,0.9,1006.9,-99,23.5,-99,-99,-99,31.4,,26.6,
C0U960,2019/8/30 14:00,1885,5,1.2,17.5,0.98,813.8,-99,20.5,-99,-99,-99,22.1,,14.8,
C0T9E0,2019/8/30 14:00,415,81,1,28.8,0.76,963.9,-99,0,-99,-99,-99,29.3,,22.4,
C0C630,2019/8/30 14:00,209,113,1.2,24.3,0.96,986.2,-99,10.5,-99,-99,-99,30.9,,23.5,
C0D550,2019/8/30 14:00,1956,291,0.3,16.7,0.96,810.7,-99,31,-99,-99,-99,21.1,,16,
C0U860,2019/8/30 14:00,5,53,0.7,28.8,0.82,1008.3,-99,0,-99,-99,-99,31.9,,27.4,
C0UA50,2019/8/30 14:00,808,123,1.6,23,0.99,921.2,-99,2.5,-99,-99,-99,26.5,,21.4,
C0T960,2019/8/30 14:00,120,14,1.2,31.3,0.7,995.2,-99,0,-99,-99,-99,32.2,,23.4,
C0SA80,2019/8/30 14:00,136,235,1.1,24.7,0.98,993.5,-99,30.5,-99,-99,-99,31.1,,24,
C0E780,2019/8/30 14:00,160,0,0.2,27,0.98,990.2,-99,12,-99,-99,-99,31.3,,26.7,
C0F9Q0,2019/8/30 14:00,149,335,3,28.1,0.92,990.5,-99,0.5,-99,-99,-99,32,,26.8,
C0F9X0,2019/8/30 14:00,166,11,3,28.6,0.82,989.7,-99,2.5,-99,-99,-99,29.6,,27,
C0F0D0,2019/8/30 14:00,3171,247,0.4,11.3,1,698.8,-99,11.5,-99,-99,-99,15.3,,8.5,
C0S730,2019/8/30 14:00,110,24,4.2,29.9,0.79,995.7,-99,0,-99,-99,-99,30.2,,26.1,
C0T790,2019/8/30 14:00,2830,122,1.3,17.7,0.74,727.8,-99,0,-99,-99,-99,18.8,,9.5,
C0AH70,2019/8/30 14:00,34,0,0.2,27,0.79,1005.6,-99,27.5,-99,-99,-99,31.8,,26.6,
C0X290,2019/8/30 14:00,10,295,3.5,31.2,0.74,1006.7,-99,0,-99,-99,-99,31.4,,27,
C0U760,2019/8/30 14:00,22,146,0.3,29.8,0.81,1007.8,-99,1,-99,-99,-99,31,,24.6,
C0U780,2019/8/30 14:00,15,26,1.3,29.1,0.81,1007.7,-99,0.5,-99,-99,-99,32.3,,26.7,
C0H9C0,2019/8/30 14:00,3402,74,0.9,11.4,1,677.9,-99,1.5,-99,-99,-99,20,,8.6,
C0K470,2019/8/30 14:00,97,334,1.4,29.4,0.83,996.5,-99,0,-99,-99,-99,31.6,,25,
C0T9N0,2019/8/30 14:00,261,27,1.1,27.1,0.85,979.5,-99,0,-99,-99,-99,29.8,,23.3,
C0Z070,2019/8/30 14:00,247,348,1.1,27.1,0.93,980.6,-99,2.5,-99,-99,-99,31.2,,23.3,
C0Z280,2019/8/30 14:00,224,123,0.9,31.9,0.67,984,-99,0.5,-99,-99,-99,32.5,,23.4,
C0SA40,2019/8/30 14:00,200,264,0.5,27.4,0.91,986.1,-99,17,-99,-99,-99,31.6,,23.9,
C0V440,2019/8/30 14:00,27,346,1.4,28.6,0.76,1004.6,-99,8.5,-99,-99,-99,30.9,,25.7,
C0R490,2019/8/30 14:00,49,111,2.5,24.7,0.94,1003.1,-99,12,9.4,97,,31.1,,24.7,
C0B010,2019/8/30 14:00,38,228,1,27.2,0.94,1002.3,-99,0.5,-99,-99,-99,31.6,,27,
C0X230,2019/8/30 14:00,29,301,4.7,30.1,0.72,1005.5,-99,0,-99,-99,-99,31.2,,25.5,
C0S770,2019/8/30 14:00,375,113,1.6,26.1,0.95,966.7,-99,0,-99,-99,-99,30.2,,23,
C0H890,2019/8/30 14:00,440,261,2.9,29.6,0.7,957.9,-99,0,-99,-99,-99,32,,22.7,
C0K480,2019/8/30 14:00,56,325,4.6,29.9,0.75,1000.7,-99,0,-99,-99,-99,31.3,,26.8,
C0R540,2019/8/30 14:00,17,91,2,26.4,0.91,1006.1,-99,0.5,-99,-99,-99,30.6,,26.3,
C0Z160,2019/8/30 14:00,124,335,1.2,29.5,0.72,995.6,-99,0,-99,-99,-99,30.7,,18.9,
C0AH50,2019/8/30 14:00,275,152,1.2,25.7,0.99,978.6,-99,4.5,-99,-99,-99,28.7,,25.7,
C0F850,2019/8/30 14:00,379,89,0.3,24.1,0.97,965.4,-99,11,-99,-99,-99,30.2,,24.1,
C0G800,2019/8/30 14:00,15,348,3.1,30.6,0.77,1005.5,-99,0,-99,-99,-99,32,,27.6,
C0U890,2019/8/30 14:00,116,9,5.3,25.1,0.99,997.3,-99,20.5,10.5,15,,31.3,,25.1,
C0F860,2019/8/30 14:00,2215,340,0.7,21.1,0.77,780.7,-99,0,-99,-99,-99,22.4,,12.2,
CM0170,2019/8/30 14:00,106,104,3,27.5,0.81,996.6,-99,0,-99,-99,-99,30.4,,24.5,
C0B020,2019/8/30 14:00,86,0,0.2,28.6,0.99,997.7,-99,0,-99,-99,-99,34.5,,27.2,
C0I390,2019/8/30 14:00,1184,258,1.7,25.4,0.75,882.9,-99,0,-99,-99,-99,28.4,,17,
C0T9D0,2019/8/30 14:00,7,31,0.8,32.9,0.99,1009.2,-99,0,-99,-99,-99,34,,24.2,
C0E520,2019/8/30 14:00,320,70,1,25.1,0.97,973.7,-99,2.5,-99,-99,-99,32.3,,24,
C0C460,2019/8/30 14:00,482,244,0.3,22,0.98,957,-99,24,-99,-99,-99,26.9,,22,
C0O930,2019/8/30 14:00,69,49,2.2,27,0.93,1000.8,-99,44.5,-99,-99,-99,32,,23.3,
C0T870,2019/8/30 14:00,135,113,0.6,29.6,0.69,993.5,-99,0,-99,-99,-99,32,,22.2,
C0A920,2019/8/30 14:00,196,357,0.5,28.8,0.94,986.4,-99,6.5,-99,-99,-99,30.1,,25.4,
C0A940,2019/8/30 14:00,49,0,0.2,29.3,0.85,1003.7,-99,0,-99,-99,-99,32.8,,26.4,
C0S740,2019/8/30 14:00,289,44,0.9,28.2,0.83,976.9,-99,0,-99,-99,-99,30.4,,23.3,
C0U980,2019/8/30 14:00,573,277,2.7,22.2,1,947.3,-99,7.5,-99,-99,-99,27.5,,22.2,
C0V250,2019/8/30 14:00,298,43,0.9,25.9,0.97,975.4,-99,46.5,-99,-99,-99,31.8,,22.7,
C0R580,2019/8/30 14:00,10,100,2.3,26.2,1,1007,-99,1,-99,-99,-99,31.2,,26,
C0Z330,2019/8/30 14:00,488,106,1.5,24.4,0.99,956.2,-99,22,-99,-99,-99,28.7,,22.6,
C0E590,2019/8/30 14:00,40,335,1.5,28.2,0.95,1002.9,-99,0,-99,-99,-99,30.8,,26.3,
C0D540,2019/8/30 14:00,227,0,0,24.3,0.97,984.7,-99,33,-99,-99,-99,30.8,,24,
C0K420,2019/8/30 14:00,42,329,3.3,30.8,0.67,1002.6,-99,0,-99,-99,-99,31.9,,26.6,
C0Z180,2019/8/30 14:00,34,51,2.8,30.3,0.67,1004.8,-99,0,-99,-99,-99,30.8,,25.5,
C0AD10,2019/8/30 14:00,27,222,2.3,29.2,0.81,1005.7,-99,14.5,-99,-99,-99,30.7,,26.2,
C0M720,2019/8/30 14:00,225,205,0.3,26.1,0.98,982.4,-99,30,-99,-99,-99,29.7,,24.4,
C0V450,2019/8/30 14:00,51,106,2.2,27.7,0.99,1002.1,-99,1.5,-99,-99,-99,30.8,,25,
C0R280,2019/8/30 14:00,242,262,0.5,28.7,-99,980.2,-99,0,-99,-99,-99,29.9,,24,
C0E610,2019/8/30 14:00,850,343,1,23.1,0.96,917,-99,4,-99,-99,-99,25.7,,21.7,
C0V610,2019/8/30 14:00,22,277,2.9,29.3,0.79,1005.6,-99,0.5,-99,-99,-99,30.5,,27,
C0Z310,2019/8/30 14:00,59,172,1,30.4,0.86,1002.8,-99,0,-99,-99,-99,31.2,,25.1,
C0S700,2019/8/30 14:00,507,211,1.1,23,0.95,953.9,-99,8,-99,-99,-99,29.1,,22.1,
C0T9G0,2019/8/30 14:00,605,41,1.2,24.9,0.99,944.3,-99,6,-99,-99,-99,29,,23,
C0U520,2019/8/30 14:00,517,233,0.9,22.3,0.99,954.6,-99,-99,9,6,,29.4,,22.3,
C0E750,2019/8/30 14:00,62,166,1,27.9,0.87,1000.9,-99,0,-99,-99,-99,30.9,,27.7,
C0G660,2019/8/30 14:00,27,315,4.7,31.8,0.74,1006,-99,0,-99,-99,-99,31.9,,26.5,
C0W140,2019/8/30 14:00,21,71,4.6,28.7,0.8,1006.7,-99,0,-99,-99,-99,32.1,,27.6,
C0U720,2019/8/30 14:00,1260,28,3.8,22.3,0.99,885.7,-99,15.5,-99,-99,-99,26,,19.8,
C0X150,2019/8/30 14:00,18,271,2.5,31.2,-99,1007,-99,0,-99,-99,-99,31.7,,27.3,
C0Z050,2019/8/30 14:00,830,161,0.4,23,0.94,920.1,-99,3.5,-99,-99,-99,26.9,,20.7,
C0I490,2019/8/30 14:00,1601,259,2.6,22.9,0.99,840.1,-99,0.5,-99,-99,-99,25.6,,16.7,
C0I090,2019/8/30 14:00,910,171,1.2,21.1,1,910.2,-99,5,-99,-99,-99,25.5,,20.8,
C0X240,2019/8/30 14:00,394,169,1,23.8,0.99,965.1,-99,36,-99,-99,-99,29.7,,22.9,
C0S990,2019/8/30 14:00,409,208,0.5,27.1,0.89,963.7,-99,1.5,-99,-99,-99,29.5,,25,
C0E850,2019/8/30 14:00,104,256,0.6,25.7,0.96,996.6,-99,-99,-99,-99,-99,30.2,,25.5,
C0T9B0,2019/8/30 14:00,558,104,0.4,26.6,0.86,948.8,-99,0,-99,-99,-99,27.6,,22.8,
C0G650,2019/8/30 14:00,34,330,0.6,30.4,0.96,1003.3,-99,0.5,-99,-99,-99,32.4,,27.1,
C0K580,2019/8/30 14:00,26,325,2.4,31.9,0.67,1005.6,-99,0,-99,-99,-99,32.6,,26.2,
C0X050,2019/8/30 14:00,25,66,1.3,27.9,0.93,1003.6,-99,5.5,-99,-99,-99,32.2,,25,
CM0100,2019/8/30 14:00,25,13,2.1,29.8,0.75,1005.7,-99,0,-99,-99,-99,31,,27.5,
C0AC70,2019/8/30 14:00,71,166,0.9,26.7,0.85,1001.1,-99,0.5,-99,-99,-99,32.4,,26.7,
CM0130,2019/8/30 14:00,11,274,2.7,30,0.76,1007.5,-99,0,-99,-99,-99,30,,27.5,
C0W110,2019/8/30 14:00,16,36,7.7,-99,-99,1008,-99,0,14.5,19,,-999,,-999,
C0R670,2019/8/30 14:00,26,64,1.3,28,-99,1006,-99,-99,-99,-99,-99,30.6,,25.9,
C0X120,2019/8/30 14:00,28,286,2.6,31.7,0.64,1005.4,-99,0,-99,-99,-99,32.1,,26.4,
C0R100,2019/8/30 14:00,1006,0,0,20.5,0.99,901.2,-99,28,-99,-99,-99,26.1,,20.1,
C0C700,2019/8/30 14:00,151,138,2.5,24,0.94,992.8,-99,32.5,-99,-99,-99,30.8,,24,
C0W130,2019/8/30 14:00,18,316,2.7,29.4,0.79,1004.8,-99,0,-99,-99,-99,31,,26.4,
C0F9R0,2019/8/30 14:00,20,336,3,30.6,0.92,1006.2,-99,0,-99,-99,-99,30.8,,28,
C0V660,2019/8/30 14:00,25,242,2.2,29.9,0.77,1006.3,-99,0,-99,-99,-99,31,,26.8,
C0G780,2019/8/30 14:00,27,308,2.9,30.8,0.74,1004.5,-99,0,-99,-99,-99,31,,28.4,
C0C590,2019/8/30 14:00,72,35,1.5,28.6,0.86,1000,-99,4,-99,-99,-99,31.4,,25.5,
C0I520,2019/8/30 14:00,3860,-99,-99,8.2,0.93,642.8,-99,-99,-99,-99,-99,8.7,,6.5,
C0E530,2019/8/30 14:00,341,50,0.7,25.7,0.96,970.1,-99,9,-99,-99,-99,28.7,,25,
C0M790,2019/8/30 14:00,15,337,0.7,32.2,0.59,1004.6,-99,0,6.3,277,,33.9,,26.2,
C0R130,2019/8/30 14:00,1040,254,1.9,20.6,0.99,894.7,-99,1,-99,-99,-99,25.2,,20.5,
C0AH30,2019/8/30 14:00,755,357,3.3,23.2,0.99,925.9,-99,1.5,-99,-99,-99,26.9,,22.7,
C0X170,2019/8/30 14:00,50,274,2,30.1,0.71,1001.9,-99,0.5,-99,-99,-99,31.6,,26.6,
C0K291,2019/8/30 14:00,8,313,4.6,30.8,0.74,1007.1,-99,0,-99,-99,-99,30.8,,26.5,
C0D480,2019/8/30 14:00,223,0,0,24.3,0.96,983.8,-99,6,-99,-99,-99,30.1,,24.3,
C0F0C0,2019/8/30 14:00,983,32,2.3,21.3,0.99,901.6,-99,49.5,-99,-99,-99,25.1,,20.6,
C0M760,2019/8/30 14:00,40,306,2.6,31.1,0.71,1002.9,-99,0,-99,-99,-99,31.9,,25.9,
C0O950,2019/8/30 14:00,4,313,2,30.9,0.71,1006.6,-99,4.5,-99,-99,-99,30.9,,26.1,
C0F9A0,2019/8/30 14:00,425,11,1.3,27.7,0.9,960.5,-99,6,-99,-99,-99,30.3,,24.3,
C0A9F0,2019/8/30 14:00,35,89,1.3,27.2,1,1005.6,-99,1,-99,-99,-99,32.9,,26.6,
C0I460,2019/8/30 14:00,110,360,3.3,30.3,0.74,995.2,-99,0,-99,-99,-99,32.1,,27.2,
C0W160,2019/8/30 14:00,49,58,11.5,27.8,0.86,999.7,-99,0,-99,-99,-99,28.1,,26.7,
C0E420,2019/8/30 14:00,19,5,2.7,28.6,0.87,1004.4,-99,4.5,-99,-99,-99,29.9,,27.4,
C0R190,2019/8/30 14:00,32,21,2.3,24.4,0.99,1004.5,-99,86,9.1,238,,31.7,,23.6,
C0I010,2019/8/30 14:00,1562,324,1.1,23.6,0.78,846.2,-99,0,-99,-99,-99,25.4,,16.5,
C0F930,2019/8/30 14:00,100,333,1.1,29.6,1,996.9,-99,0,-99,-99,-99,31.6,,28.1,
C0X180,2019/8/30 14:00,62,256,2.6,30.3,0.77,1000.2,-99,0,-99,-99,-99,30.8,,25.2,
C0ACA0,2019/8/30 14:00,25,225,1,28.1,0.8,1005.3,-99,5.5,-99,-99,-99,31.8,,27.3,
C0X260,2019/8/30 14:00,39,295,3,30.1,0.77,1003.4,-99,1,-99,-99,-99,31.5,,25.3,
C0K500,2019/8/30 14:00,12,296,2.7,32,0.66,1005.1,-99,0,-99,-99,-99,32.9,,26.4,
CM0010,2019/8/30 14:00,68,237,0.5,26,-99,1001.9,-99,3,-99,-99,-99,31.7,,25.7,
C0O990,2019/8/30 14:00,18,266,0.9,30.1,0.78,1005.6,-99,1.5,-99,-99,-99,31.1,,25.7,
C0E430,2019/8/30 14:00,258,141,0.5,24.7,0.98,983.5,-99,22.5,-99,-99,-99,30.3,,24.7,
C0D390,2019/8/30 14:00,146,0,0,24.3,0.95,991.4,-99,31.5,-99,-99,-99,31.3,,24.3,
C0T9F0,2019/8/30 14:00,251,138,0.3,28.6,0.81,980.7,-99,0,-99,-99,-99,31.6,,24,
C0K550,2019/8/30 14:00,15,288,3.4,31.5,0.7,1006.2,-99,0,-99,-99,-99,32,,26,
C0C670,2019/8/30 14:00,250,119,1.3,23.7,0.94,981.9,-99,5,-99,-99,-99,30.9,,23.7,
C0A980,2019/8/30 14:00,11,218,1.4,28.3,0.75,1008.2,-99,0,-99,-99,-99,32.1,,28.3,
C0UA60,2019/8/30 14:00,566,82,1,27.9,0.82,946.6,-99,0,-99,-99,-99,29.1,,22.8,
C0V720,2019/8/30 14:00,15,261,1.2,29.9,0.83,1006.4,-99,4.5,-99,-99,-99,31.9,,27.2,
C0S900,2019/8/30 14:00,27,119,1.1,29.1,0.78,1005.3,-99,0,-99,-99,-99,31.7,,27.3,
C0SA00,2019/8/30 14:00,466,294,1.1,23.5,1,956.8,-99,17,-99,-99,-99,29.6,,22.4,
C0U710,2019/8/30 14:00,1942,105,0.9,16.4,0.99,807.9,-99,18,-99,-99,-99,20,,15.2,
C0Z100,2019/8/30 14:00,36,52,1.5,32,0.69,1006.2,-99,0,-99,-99,-99,32.5,,24.6,
C0Z170,2019/8/30 14:00,199,0,0.2,28.7,0.86,987.4,-99,1,-99,-99,-99,31.9,,24.1,
C0K430,2019/8/30 14:00,30,305,3.7,31.2,0.69,1005.2,-99,0,-99,-99,-99,31.6,,26.5,
C0T9M0,2019/8/30 14:00,92,70,2,31.7,0.77,999.6,-99,0,-99,-99,-99,32.8,,25,
C0AI00,2019/8/30 14:00,188,199,1.1,26.2,0.89,988.1,-99,2.5,-99,-99,-99,30.8,,26.2,
C0AC40,2019/8/30 14:00,1079,30,1.9,21.4,0.99,892.1,-99,2,-99,-99,-99,22.5,,20,
C0F9M0,2019/8/30 14:00,230,351,1.6,27.5,0.9,982.1,-99,0,-99,-99,-99,29.7,,26.6,
C0A930,2019/8/30 14:00,216,14,0.5,27.8,1,983.3,-99,2.5,-99,-99,-99,29.6,,25.2,
C0A640,2019/8/30 14:00,241,0,0,23.6,0.95,984.6,-99,15.5,-99,-99,-99,30.2,,23.6,
C0I420,2019/8/30 14:00,305,300,0.7,31.3,0.64,973.1,-99,0,-99,-99,-99,32.4,,23.7,
C0R170,2019/8/30 14:00,26,64,2.7,24.5,1,1006.1,-99,14.5,-99,-99,-99,31.6,,24.5,
C0M530,2019/8/30 14:00,1385,32,0.3,20,0.99,866.4,-99,38,-99,-99,-99,22,,17.7,
C0H960,2019/8/30 14:00,120,42,1.5,31.2,0.77,992.5,-99,23.5,-99,-99,-99,31.7,,27.3,
C0V620,2019/8/30 14:00,18,252,2.7,29.6,0.76,1006.4,-99,0,-99,-99,-99,30.9,,27,
C0X280,2019/8/30 14:00,22,303,3.7,29.9,0.79,1005.7,-99,0,-99,-99,-99,30.2,,26.7,
C0AH40,2019/8/30 14:00,426,0,0.2,26,0.96,961.7,-99,8,-99,-99,-99,30.2,,25.4,
C0T9A0,2019/8/30 14:00,498,121,0.4,26.7,0.99,954.1,-99,0,-99,-99,-99,30,,22.7,
C0K390,2019/8/30 14:00,31,331,3.6,31.6,0.65,1004,-99,0,-99,-99,-99,31.9,,26.6,
C0I540,2019/8/30 14:00,3344,123,2.6,10.6,0.99,684.3,-99,-99,-99,-99,-99,13.6,,7,
C0G890,2019/8/30 14:00,24,326,4.5,29.9,0.94,1004.9,-99,0,-99,-99,-99,30.4,,28.8,
C0G720,2019/8/30 14:00,50,314,3.3,31,0.69,1001.4,-99,0,-99,-99,-99,32,,26.6,
C0S980,2019/8/30 15:00,901,341,1.2,22.2,1,909.7,-99,13,-99,-99,-99,29.3,,21.1,
C0X110,2019/8/30 15:00,20,338,1.9,29.6,0.82,1005.7,-99,0,-99,-99,-99,31.2,,27.1,
C0V310,2019/8/30 15:00,46,68,1.1,24.4,1,1003,-99,44.5,-99,-99,-99,32.3,,24.2,
C0G620,2019/8/30 15:00,110,360,2.5,29.1,0.83,995.8,-99,0,-99,-99,-99,33.1,,26.3,
C0AD50,2019/8/30 15:00,84,0,0,25.6,1,999.7,-99,21.5,-99,-99,-99,31.4,,25,
C0T9I0,2019/8/30 15:00,152,36,1.4,29.2,0.77,992.5,-99,0,-99,-99,-99,31.4,,23.8,
C0V760,2019/8/30 15:00,30,98,1.9,26.6,0.86,1005.6,-99,2.5,-99,-99,-99,33.4,,26.6,
C0AG90,2019/8/30 15:00,25,113,0.4,26.8,0.88,1006.5,-99,3,-99,-99,-99,31.6,,26.8,
C0R570,2019/8/30 15:00,37,6,2.7,24.1,0.94,1003.3,-99,39,-99,-99,-99,31.6,,23.6,
C0O900,2019/8/30 15:00,9,275,1.6,29.4,0.88,1007.3,-99,5,-99,-99,-99,31.6,,25.6,
C0AD00,2019/8/30 15:00,86,3,1.3,29.6,0.83,999.1,-99,5,-99,-99,-99,31.9,,27,
C0V700,2019/8/30 15:00,24,38,2.4,27.2,0.8,1004.7,-99,2,-99,-99,-99,30.4,,27.2,
C0AH00,2019/8/30 15:00,38,330,0.9,26.4,1,1004.1,-99,46,-99,-99,-99,31.8,,25.3,
C0X080,2019/8/30 15:00,2,302,2.6,29.8,0.78,1007.5,-99,0,-99,-99,-99,32.6,,26.2,
CM0150,2019/8/30 15:00,11,335,1.9,27.7,0.74,1006.9,-99,0,-99,-99,-99,31.6,,25.4,
C0I480,2019/8/30 15:00,2165,187,0.6,17,0.96,787.8,-99,1,-99,-99,-99,19.5,,12.3,
C0A860,2019/8/30 15:00,362,215,0.8,25.8,0.98,968.3,-99,13,-99,-99,-99,29.9,,24.6,
C0U940,2019/8/30 15:00,25,236,1.2,26.8,0.85,1007,-99,0,-99,-99,-99,33.1,,25.7,
C0S970,2019/8/30 15:00,19,305,1.1,27.6,0.86,1005.4,-99,4.5,-99,-99,-99,31,,26.2,
C0V260,2019/8/30 15:00,126,27,1.9,24.8,0.98,995.5,-99,15,9.2,149,,34.3,,24.6,
C0H990,2019/8/30 15:00,3076,0,0,12.7,0.98,706.5,-99,13.5,-99,-99,-99,15.6,,8.8,
C0F9K0,2019/8/30 15:00,30,22,3.9,28.8,0.84,1003,-99,0,-99,-99,-99,30.8,,28.1,
C0AH90,2019/8/30 15:00,660,242,0.6,22.1,0.97,939.4,-99,24,-99,-99,-99,28.7,,22,
C0W150,2019/8/30 15:00,42,88,2.7,30.5,0.75,1003.5,-99,0,-99,-99,-99,32.8,,28.3,
C0F000,2019/8/30 15:00,273,12,1.8,27.8,1,976,-99,43.5,-99,-99,-99,28.8,,25.3,
C0K410,2019/8/30 15:00,20,296,3.2,30.3,0.76,1004.3,-99,0,-99,-99,-99,32.1,,26.6,
C0R140,2019/8/30 15:00,740,174,0.5,20.8,1,-99,-99,-99,-99,-99,-99,27.9,,20.8,
C0V800,2019/8/30 15:00,256,0,0.2,23.6,0.97,978.9,-99,65.5,-99,-99,-99,31.6,,23.2,
C0S830,2019/8/30 15:00,288,44,0.3,28.9,0.86,977.5,-99,0,-99,-99,-99,32.3,,25.2,
C0S920,2019/8/30 15:00,98,276,1.2,28.5,0.76,992.5,-99,0,-99,-99,-99,32.4,,24.8,
C0V640,2019/8/30 15:00,35,55,0.5,29.9,0.78,1004.3,-99,7.5,-99,-99,-99,30.6,,26.8,
C0AH80,2019/8/30 15:00,68,34,1.1,25.2,0.95,1000.6,-99,7,-99,-99,-99,31.9,,25.2,
C0K250,2019/8/30 15:00,12,0,0.2,30.2,0.76,1006,-99,0,-99,-99,-99,33.1,,25.3,
C0I410,2019/8/30 15:00,180,211,0.9,25.1,0.99,987.3,-99,65,-99,-99,-99,31.7,,25.1,
C0M410,2019/8/30 15:00,245,340,2.7,23.9,1,977.6,-99,49.5,-99,-99,-99,31.5,,22.7,
C0F9Z0,2019/8/30 15:00,3193,11,3,10,1,697,-99,2,-99,-99,-99,14.8,,9.7,
C0G810,2019/8/30 15:00,26,339,2.3,31.5,0.72,1003.3,-99,0,-99,-99,-99,32.3,,28.7,
C0U650,2019/8/30 15:00,442,259,1.7,23.1,0.99,960.7,-99,9.5,-99,-99,-99,30.5,,23.1,
C0D660,2019/8/30 15:00,65,109,1.9,26.7,0.8,1000.8,-99,0,9.5,111,,31.3,,26.1,
C0E540,2019/8/30 15:00,32,74,1.2,26.9,0.82,1004.9,-99,0,-99,-99,-99,33,,26.6,
C0W170,2019/8/30 15:00,42,46,6.9,26.9,0.79,1003.6,-99,0,12.4,48,,27.4,,26.1,
C0Z150,2019/8/30 15:00,27,56,4,29.6,0.82,1005.7,-99,0,-99,-99,-99,30.5,,25,
C0S840,2019/8/30 15:00,22,297,0.8,26.4,0.95,1006.9,-99,5.5,-99,-99,-99,31.7,,24.8,
C0H9A0,2019/8/30 15:00,1595,80,1.4,19.6,0.99,843.7,-99,25.5,-99,-99,-99,25.5,,16.5,
C0Z300,2019/8/30 15:00,182,85,1,26.4,0.99,989.2,-99,3,-99,-99,-99,28.7,,23.6,
C0V730,2019/8/30 15:00,33,33,1.2,25.8,0.99,1005.3,-99,4,-99,-99,-99,30.9,,25.8,
C0SA00,2019/8/30 15:00,466,303,1.9,23.9,1,956.4,-99,17,-99,-99,-99,29.6,,22.4,
C0S900,2019/8/30 15:00,27,325,2.7,30.2,0.76,1005.4,-99,0,-99,-99,-99,31.7,,27.3,
C0V720,2019/8/30 15:00,15,55,2.9,25.7,0.98,1006.6,-99,14.5,-99,-99,-99,31.9,,25.7,
C0UA60,2019/8/30 15:00,566,50,1.4,25.7,0.92,946.3,-99,0,-99,-99,-99,29.1,,22.8,
C0A980,2019/8/30 15:00,11,157,0.8,28.2,0.75,1007.7,-99,0,-99,-99,-99,32.1,,28,
C0C670,2019/8/30 15:00,250,179,0.9,24.6,0.92,981.1,-99,8,-99,-99,-99,30.9,,23.6,
C0K550,2019/8/30 15:00,15,286,2.8,30.2,0.76,1006.1,-99,0,-99,-99,-99,32,,26,
